1 284929
2 371667
3 418534
4 448071
5 465667
6 478310
7 502130
8 496933
9 501454
10 507231
11 512454
12 513519
13 517270
14 518890
15 521137
16 523592
17 526004
18 533948
19 535848
20 545111
21 539162
22 559653
23 541009
24 539376
25 538762
26 543972
27 536629
28 539030
29 540173
30 604948
31 545810
32 543388
33 546024
34 559641
35 551905
36 548682
37 587176
38 544741
39 549207
40 545288
41 544365
42 562750
43 574258
44 558212
45 559844
46 561607
47 556012
48 557824
49 558669
50 559317
51 560072
52 560334
53 564981
54 559178
55 569793
56 558104
57 560828
58 558316
59 558247
60 559685
61 555773
62 558752
63 565747
64 591318
65 593363
66 558989
67 560717
68 558835
69 559716
70 594366
71 560128
72 549994
73 545542
74 546298
75 546438
76 546511
77 549534
78 548392
79 546065
80 546307
81 547669
82 549333
83 566824
84 559957
85 585842
86 559475
87 559270
88 552866
89 548086
90 547941
91 551855
92 548858
93 555153
94 551043
95 554032
96 567047
97 560057
98 596831
99 556500
100 563482
